City|State short|State full|County|Latitude|Longitude|ZIP codes|Population|Density|Timezone
Duck Key|FL|Florida|Monroe|24.771|-80.9132|33050|755|487|America/New_York
White|GA|Georgia|Bartow|34.2823|-84.7481|30184|755|278.6|America/New_York
Normangee|TX|Texas|Leon|31.03|-96.1161|77871|755|261.3|America/Chicago
Koppel|PA|Pennsylvania|Beaver|40.8355|-80.3212|16136|755|542.5|America/New_York
Reid Hope King|TX|Texas|Cameron|25.9227|-97.4141|78521|755|1131.7|America/Chicago
Port Royal|PA|Pennsylvania|Juniata|40.5338|-77.3894|17082|754|483.6|America/New_York
Carthage|IN|Indiana|Rush|39.7366|-85.5715|46115|754|512.1|America/Indiana/Indianapolis
Mount Hope|KS|Kansas|Sedgwick|37.8735|-97.6619|67108|754|215|America/Chicago
Jonesburg|MO|Missouri|Montgomery|38.8546|-91.3028|63351|754|145.1|America/Chicago
Lake Tapawingo|MO|Missouri|Jackson|39.0195|-94.3132|64015|754|1467.4|America/Chicago
New Houlka|MS|Mississippi|Chickasaw|34.0363|-89.0211|38850|754|237.1|America/Chicago
Corriganville|MD|Maryland|Allegany|39.6947|-78.797|21524|754|264.1|America/New_York
Surfside Beach|TX|Texas|Brazoria|28.9559|-95.2836|77541|753|183|America/Chicago
Junction City|IL|Illinois|Marion|38.5774|-89.1258|62882|753|425.1|America/Chicago
West Concord|MN|Minnesota|Dodge|44.1529|-92.8995|55985|753|270.6|America/Chicago
Union|IL|Illinois|McHenry|42.2316|-88.5448|60180|753|347.6|America/Chicago
Jefferson|SC|South Carolina|Chesterfield|34.6512|-80.3866|29718|753|161.3|America/New_York
Rock Island|OK|Oklahoma|Le Flore|35.1831|-94.4811|74932|753|23.9|America/Chicago
Woonsocket|SD|South Dakota|Sanborn|44.0541|-98.2724|57385|753|370.8|America/Chicago
Melbourne Village|FL|Florida|Brevard|28.088|-80.6652|32904|753|500.1|America/New_York
Fripp Island|SC|South Carolina|Beaufort|32.3231|-80.4789|29920|753|89.2|America/New_York
Shellsburg|IA|Iowa|Benton|42.0929|-91.8712|52332|752|365.4|America/Chicago
La Center|KY|Kentucky|Ballard|37.0749|-88.9748|42056|752|479.5|America/Chicago
Vienna|MO|Missouri|Maries|38.1874|-91.9501|65582|752|272|America/Chicago
Heritage Bay|FL|Florida|Collier|26.2837|-81.6629|34120|752|439.2|America/New_York
Upper Marlboro|MD|Maryland|Prince George's|38.8153|-76.7514|20772,20773,20792|752|197.2|America/New_York
Middleton|TN|Tennessee|Hardeman|35.0593|-88.8902|38052|752|138.9|America/Chicago
Iron River|WI|Wisconsin|Bayfield|46.5671|-91.4069|54847|752|46.4|America/Chicago
Annetta South|TX|Texas|Parker|32.6743|-97.6482|76008|752|152|America/Chicago
Munds Park|AZ|Arizona|Coconino|34.9382|-111.6318|86017|752|13.1|America/Phoenix
Eastview|TN|Tennessee|McNairy|35.0877|-88.5518|38367,38375|752|56.7|America/Chicago
Gibson|NC|North Carolina|Scotland|34.7595|-79.6069|28343|752|297.6|America/New_York
Tumbling Shoals|AR|Arkansas|Cleburne|35.5472|-91.9734|72581|752|28.7|America/Chicago
Green Meadows|OR|Oregon|Umatilla|45.6131|-118.8|97801|752|236.8|America/Los_Angeles
Lilydale|MN|Minnesota|Dakota|44.9095|-93.1305|55118|752|524.6|America/Chicago
North High Shoals|GA|Georgia|Oconee|33.8271|-83.5014|30621,30645|751|119.8|America/New_York
Saugatuck|MI|Michigan|Allegan|42.6592|-86.2061|49453|751|208.4|America/Detroit
La Veta|CO|Colorado|Huerfano|37.5085|-105.0085|81055|751|212.2|America/Denver
Neapolis|OH|Ohio|Lucas|41.4905|-83.8747|43522,43547,43532|751|408.6|America/New_York
Lyons|NE|Nebraska|Burt|41.936|-96.4717|68038|751|424.7|America/Chicago
Neotsu|OR|Oregon|Lincoln|44.9944|-123.9783|97368,97364|751|271.5|America/Los_Angeles
Union Deposit|PA|Pennsylvania|Dauphin|40.2911|-76.6812|17033|751|216.1|America/New_York
Appling|GA|Georgia|Columbia|33.5588|-82.3183|30802|751|32.9|America/New_York
Myrtle|MS|Mississippi|Union|34.5605|-89.1179|38650|751|139.2|America/Chicago
Morehouse|MO|Missouri|New Madrid|36.8463|-89.6911|63868|751|360.8|America/Chicago
Colo|IA|Iowa|Story|42.0145|-93.3186|50056|751|272.3|America/Chicago
Welcome|LA|Louisiana|St. James|30.0474|-90.8823|70086|751|63.9|America/Chicago
Dunbar|SC|South Carolina|Georgetown|33.5341|-79.3533|29440|750|284.7|America/New_York
Sligo|PA|Pennsylvania|Clarion|41.1081|-79.4964|16255|750|205.8|America/New_York
Hillman|MI|Michigan|Montmorency|45.0648|-83.8974|49746|750|174.8|America/Detroit
Rockford|TN|Tennessee|Blount|35.8328|-83.9358|37853,37804|750|85.1|America/New_York
Clay Center|NE|Nebraska|Clay|40.5256|-98.055|68933|750|396.1|America/Chicago
Kenwood|CA|California|Sonoma|38.4153|-122.5387|95452,95442|750|56|America/Los_Angeles
Chalfant|PA|Pennsylvania|Allegheny|40.4101|-79.8387|15112|750|1511.6|America/New_York
Durhamville|NY|New York|Oneida|43.1225|-75.665|13054|750|211|America/New_York
Mississippi Valley State University|MS|Mississippi|Leflore|33.5172|-90.3444|38941|750|161.3|America/Chicago
Laytonsville|MD|Maryland|Montgomery|39.2088|-77.1415|20882|750|276.7|America/New_York
Wiconsico|PA|Pennsylvania|Dauphin|40.5742|-76.6775|17097|750|265.6|America/New_York
Ashmore|IL|Illinois|Coles|39.5306|-88.0201|61912|750|359.9|America/Chicago
Tetherow|OR|Oregon|Deschutes|44.0389|-121.3667|97702|750|135.7|America/Los_Angeles
Winter Park|CO|Colorado|Grand|39.8785|-105.7828|80482|750|17|America/Denver
Hickman|CA|California|Stanislaus|37.6193|-120.7513|95323|749|679.5|America/Los_Angeles
Winfall|NC|North Carolina|Perquimans|36.2105|-76.4548|27944,27985|749|125.3|America/New_York
Medaryville|IN|Indiana|Pulaski|41.0803|-86.8905|47957|749|630.2|America/Indiana/Winamac
Almena|WI|Wisconsin|Barron|45.4149|-92.0384|54805|749|255.1|America/Chicago
Crossville|IL|Illinois|White|38.1626|-88.0643|62827|749|451.5|America/Chicago
Quasqueton|IA|Iowa|Buchanan|42.3945|-91.7578|52329,52326|749|256|America/Chicago
San Leanna|TX|Texas|Travis|30.1442|-97.8195|78748,78652|748|650.1|America/Chicago
Waterville|KS|Kansas|Marshall|39.6919|-96.747|66548|748|587.4|America/Chicago
Aulander|NC|North Carolina|Bertie|36.228|-77.1136|27805|748|195.5|America/New_York
Garrison|KY|Kentucky|Lewis|38.6075|-83.1833|41141,41179|748|107.1|America/New_York
Chama|NM|New Mexico|Rio Arriba|36.8931|-106.5843|87520|748|100.3|America/Denver
Quitman|AR|Arkansas|Cleburne|35.3817|-92.2147|72131|748|152.4|America/Chicago
Buffalo|OH|Ohio|Guernsey|39.9168|-81.5205|43722,43780|748|589.3|America/New_York
DeBordieu Colony|SC|South Carolina|Georgetown|33.3707|-79.1776|29440|748|70.1|America/New_York
Mechanicsburg|IL|Illinois|Sangamon|39.8021|-89.4067|62545|748|278.8|America/Chicago
Grenloch|NJ|New Jersey|Camden|39.7825|-75.0562|08032,08012|748|380.4|America/New_York
Fountain City|WI|Wisconsin|Buffalo|44.1202|-91.697|54629|747|65.9|America/Chicago
Furman|SC|South Carolina|Hampton|32.6813|-81.1877|29918,29921|747|92.5|America/New_York
Barboursville|VA|Virginia|Orange|38.1704|-78.2831|22942,22923|747|128.8|America/New_York
Pikeville|NC|North Carolina|Wayne|35.4972|-77.9877|27863|747|381.9|America/New_York
Wessington Springs|SD|South Dakota|Jerauld|44.0805|-98.5712|57382|747|160.1|America/Chicago
Isle|MN|Minnesota|Mille Lacs|46.1389|-93.4592|56342|747|106.4|America/Chicago
Nittany|PA|Pennsylvania|Centre|40.9947|-77.5521|16841|747|203.7|America/New_York
Sulphur Rock|AR|Arkansas|Independence|35.7517|-91.5003|72579|747|228.2|America/Chicago
Royal Center|IN|Indiana|Cass|40.8643|-86.5001|46978|747|505.5|America/Indiana/Indianapolis
Danville|OH|Ohio|Knox|40.4473|-82.2612|43014|747|488.4|America/New_York
Sewickley Heights|PA|Pennsylvania|Allegheny|40.5595|-80.1528|15143|746|39.3|America/New_York
Spur|TX|Texas|Dickens|33.4703|-100.8556|79370|746|179.7|America/Chicago
Glenwood|GA|Georgia|Wheeler|32.1805|-82.6709|30428|746|154.7|America/New_York
Mortons Gap|KY|Kentucky|Hopkins|37.2402|-87.4668|42431,42440|746|243.2|America/Chicago
Fairfield|MT|Montana|Teton|47.6151|-111.9813|59436|746|472.7|America/Denver
Cedar Crest|NM|New Mexico|Bernalillo|35.1114|-106.3802|87008|746|92.2|America/Denver
Bethel Springs|TN|Tennessee|McNairy|35.2342|-88.6131|38315|746|129|America/Chicago
Lakeport|MI|Michigan|St. Clair|43.1072|-82.4937|48059|746|278.5|America/Detroit
Whitewood|SD|South Dakota|Lawrence|44.4617|-103.6381|57793|746|431.4|America/Denver
Oldenburg|IN|Indiana|Franklin|39.3389|-85.204|47006,47036|746|670.1|America/Indiana/Indianapolis
Hopeland|PA|Pennsylvania|Lancaster|40.2337|-76.2615|17578,17543,17533|746|436.7|America/New_York
Startup|WA|Washington|Snohomish|47.8673|-121.7501|98294,98293|746|67.4|America/Los_Angeles
Marco Shores-Hammock Bay|FL|Florida|Collier|25.9964|-81.6889|34114|746|324.9|America/New_York
North Irwin|PA|Pennsylvania|Westmoreland|40.3389|-79.7114|15642|745|1215.7|America/New_York
King City|MO|Missouri|Gentry|40.0505|-94.5252|64463|745|208.2|America/Chicago
Smoot|WY|Wyoming|Lincoln|42.6184|-110.9155|83126,83110|745|123.3|America/Denver
La Farge|WI|Wisconsin|Vernon|43.5782|-90.6381|54639|745|285.2|America/Chicago
Odessa|WA|Washington|Lincoln|47.3326|-118.6894|99159|745|354.1|America/Los_Angeles
West Alto Bonito|TX|Texas|Starr|26.3144|-98.6632|78582|745|1137.8|America/Chicago
Crowder|MS|Mississippi|Quitman|34.1729|-90.1376|38622|745|630.3|America/Chicago
Owaneco|IL|Illinois|Christian|39.4815|-89.195|62555|744|626.8|America/Chicago
Clay City|IL|Illinois|Clay|38.6858|-88.3486|62824|744|161.2|America/Chicago
Axtell|NE|Nebraska|Kearney|40.4798|-99.1292|68924|744|618.9|America/Chicago
Wanblee|SD|South Dakota|Jackson|43.5705|-101.6614|57577|744|142.7|America/Denver
Attapulgus|GA|Georgia|Decatur|30.7495|-84.4839|39815|744|360.8|America/New_York
Klawock|AK|Alaska|Prince of Wales-Hyder|55.5556|-133.0868|99925|744|421.9|America/Sitka
Hemingford|NE|Nebraska|Box Butte|42.3214|-103.0754|69348|744|423.2|America/Denver
Strykersville|NY|New York|Wyoming|42.7063|-78.444|14145|744|65.2|America/New_York
Bardwell|KY|Kentucky|Carlisle|36.874|-89.0091|42023|744|332.3|America/Chicago
Dewar|OK|Oklahoma|Okmulgee|35.4581|-95.9483|74431|744|283.9|America/Chicago
Ivy|VA|Virginia|Albemarle|38.0611|-78.5987|22901,22903,22945|744|121.7|America/New_York
Pleasant Hill|TX|Texas|Polk|31.0033|-94.7936|75939|744|108.5|America/Chicago
Cumby|TX|Texas|Hopkins|33.1354|-95.8394|75433|743|298.6|America/Chicago
Rockvale|CO|Colorado|Fremont|38.3644|-105.1646|81244|743|139.7|America/Denver
Nuangola|PA|Pennsylvania|Luzerne|41.1583|-75.9781|18707|743|242.4|America/New_York
Saltillo|TN|Tennessee|Hardin|35.3821|-88.2396|38370|743|93.4|America/Chicago
Sanford|MI|Michigan|Midland|43.6777|-84.3803|48657|743|225.5|America/Detroit
Motley|VA|Virginia|Pittsylvania|37.0657|-79.3474|24563,24557|743|72.4|America/New_York
Bayshore|OR|Oregon|Lincoln|44.4419|-124.0754|97394|743|205.7|America/Los_Angeles
Wallace|CA|California|Calaveras|38.2039|-120.9609|95254|743|62.6|America/Los_Angeles
Mi-Wuk Village|CA|California|Tuolumne|38.057|-120.1793|95346,95383|743|101.2|America/Los_Angeles
Accoville|WV|West Virginia|Logan|37.7652|-81.827|25606|743|88.9|America/New_York
Bevier|MO|Missouri|Macon|39.7513|-92.5638|63532|742|276|America/Chicago
Lyndonville|NY|New York|Orleans|43.3213|-78.3891|14098|742|279.6|America/New_York
Mount Summit|IN|Indiana|Henry|40.0035|-85.3861|47361,47362|742|453.6|America/Indiana/Indianapolis
Hopedale|IL|Illinois|Tazewell|40.4233|-89.4214|61747|742|322.2|America/Chicago
Jasper|MN|Minnesota|Rock|43.8491|-96.3999|56144|742|281.1|America/Chicago
Steele|ND|North Dakota|Kidder|46.8568|-99.9181|58482|742|515.9|America/Chicago
Fort Green Springs|FL|Florida|Hardee|27.5876|-81.9402|33834|742|27.6|America/New_York
Plattsville|CT|Connecticut|Greater Bridgeport|41.226|-73.2591|06825,06612|742|287.8|America/New_York
Quebrada|PR|Puerto Rico|Camuy|18.3602|-66.8353|627|742|998.1|America/Puerto_Rico
Arabi|GA|Georgia|Crisp|31.8282|-83.7302|31712|741|45.4|America/New_York
Lake Latonka|PA|Pennsylvania|Mercer|41.283|-80.1831|16137|741|143.1|America/New_York
Wells|TX|Texas|Cherokee|31.4916|-94.9473|75976|741|149.4|America/Chicago
East Avon|NY|New York|Livingston|42.9128|-77.7073|14414|741|218|America/New_York
Conneautville|PA|Pennsylvania|Crawford|41.7577|-80.3684|16406|741|257.2|America/New_York
Pleasant View Village|IN|Indiana|Bartholomew|39.3337|-85.9736|46124|741|197.4|America/Indiana/Indianapolis
Browndale|PA|Pennsylvania|Wayne|41.6563|-75.4543|18421|740|461.3|America/New_York
Deer Park|CA|California|Napa|38.536|-122.4679|94574,94576|740|50.8|America/Los_Angeles
Alta|CA|California|Placer|39.2138|-120.8033|95701|740|119.9|America/Los_Angeles
McCool Junction|NE|Nebraska|York|40.744|-97.6007|68401|740|558.1|America/Chicago
Beaver Springs|PA|Pennsylvania|Snyder|40.7448|-77.2168|17812|740|211|America/New_York
Red Cross|NC|North Carolina|Stanly|35.2659|-80.3623|28129,28097|740|76.5|America/New_York
New Site|AL|Alabama|Tallapoosa|33.0282|-85.7801|36256|740|29|America/Chicago
Ponemah|MN|Minnesota|Beltrami|48.0348|-94.8983|56666|740|26.1|America/Chicago
North Haverhill|NH|New Hampshire|Grafton|44.0915|-72.0236|3774|740|79.6|America/New_York
Batavia|MT|Montana|Flathead|48.1778|-114.4107|59901|740|158.2|America/Denver
McLeansville|NC|North Carolina|Guilford|36.1045|-79.6554|27301,27249|740|46.6|America/New_York
San Jose|NM|New Mexico|Rio Arriba|36.0367|-106.1004|87532|739|157.7|America/Denver
Malin|OR|Oregon|Klamath|42.0133|-121.4096|97632|739|571.6|America/Los_Angeles
Sabinal|TX|Texas|Uvalde|29.3214|-99.4696|78881|739|240.3|America/Chicago
Prairie City|OR|Oregon|Grant|44.4611|-118.7094|97869|739|287.7|America/Los_Angeles
Foxfield|CO|Colorado|Arapahoe|39.5881|-104.7857|80016|739|215.6|America/Denver
Oakville|WA|Washington|Grays Harbor|46.8403|-123.2337|98568|739|516.5|America/Los_Angeles
Hebron|ND|North Dakota|Morton|46.9023|-102.0444|58638|739|189.9|America/North_Dakota/New_Salem
Meridian Station|MS|Mississippi|Lauderdale|32.5484|-88.609|39309,39305|739|172.3|America/Chicago
Mulberry Grove|IL|Illinois|Bond|38.9245|-89.2662|62262|739|280.9|America/Chicago
Tidioute|PA|Pennsylvania|Warren|41.6847|-79.4004|16351|739|265.9|America/New_York
Middle Amana|IA|Iowa|Iowa|41.7948|-91.9015|52307,52203|739|293.5|America/Chicago
Denmark|IA|Iowa|Lee|40.7385|-91.3381|52627,52624,52658|738|171.6|America/Chicago
Mott|ND|North Dakota|Hettinger|46.3744|-102.3189|58646|738|310.2|America/Denver
Ponce de Leon|FL|Florida|Holmes|30.7234|-85.9374|32455|738|57.4|America/Chicago
Rule|TX|Texas|Haskell|33.1819|-99.8933|79547|738|409|America/Chicago
Sanders|AZ|Arizona|Apache|35.2095|-109.3224|86512|738|110.1|America/Denver
Maringouin|LA|Louisiana|Iberville|30.4907|-91.5185|70757|737|385.5|America/Chicago
Andrews|FL|Florida|Levy|29.5496|-82.8883|32626,32693|737|52.5|America/New_York
St. Florian|AL|Alabama|Lauderdale|34.8739|-87.6241|35634|737|63.9|America/Chicago
Friendship|WI|Wisconsin|Adams|43.972|-89.8203|53934|737|316.2|America/Chicago
Midway|PA|Pennsylvania|Adams|39.8081|-77.0053|17344,17331|737|2103.4|America/New_York
Akutan|AK|Alaska|Aleutians East|54.1594|-165.7328|99553|737|4.3|America/Nome
Wartrace|TN|Tennessee|Bedford|35.5253|-86.3301|37183|737|323.7|America/Chicago
Waikoloa Beach Resort|HI|Hawaii|Hawaii|19.9279|-155.8704|96743,96738|737|40.1|Pacific/Honolulu
Hemlock|NY|New York|Livingston|42.7938|-77.6073|14466|736|152.6|America/New_York
Watterson Park|KY|Kentucky|Jefferson|38.189|-85.6864|40218,40213|736|197.4|America/New_York
Menno|SD|South Dakota|Hutchinson|43.2386|-97.5774|57045|736|545.1|America/Chicago
Black Creek|NC|North Carolina|Wilson|35.6366|-77.9326|27813|736|401.4|America/New_York
Houston Acres|KY|Kentucky|Jefferson|38.2146|-85.6143|40220|736|1024.2|America/New_York
Bridge Creek|OK|Oklahoma|Grady|35.2382|-97.732|73010,73089|736|180.6|America/Chicago
Gilbertville|IA|Iowa|Black Hawk|42.4182|-92.2141|50634|736|518.8|America/Chicago
Downey|ID|Idaho|Bannock|42.4288|-112.1233|83234|736|296.1|America/Boise
Keysville|VA|Virginia|Charlotte|37.039|-78.4804|23947|736|241.6|America/New_York
Tatum|NM|New Mexico|Lea|33.2553|-103.3112|88267|736|179.3|America/Denver
Indian Springs|NV|Nevada|Clark|36.5719|-115.7204|89018,89124|736|15.8|America/Los_Angeles
Wilroads Gardens|KS|Kansas|Ford|37.7153|-99.9269|67801|736|126.1|America/Chicago
Braymer|MO|Missouri|Caldwell|39.5905|-93.7961|64624|736|480.7|America/Chicago
Grand View Estates|CO|Colorado|Douglas|39.5439|-104.8206|80134|736|284.8|America/Denver
Georgetown|ID|Idaho|Bear Lake|42.479|-111.3639|83239|735|417.2|America/Boise
Benzonia|MI|Michigan|Benzie|44.6161|-86.0989|49616|735|250.9|America/Detroit
Hamer|SC|South Carolina|Dillon|34.4741|-79.3258|29547|735|56.3|America/New_York
Little Falls|ME|Maine|Cumberland|43.7312|-70.4301|04038,04082|735|246.7|America/New_York
Scribner|NE|Nebraska|Dodge|41.6651|-96.6653|68057|735|435.8|America/Chicago
Foreston|MN|Minnesota|Mille Lacs|45.7321|-93.7095|56330|735|198.1|America/Chicago
Niota|TN|Tennessee|McMinn|35.5171|-84.5499|37826|735|123.5|America/New_York
Hardwood Acres|MI|Michigan|Benzie|44.7213|-85.8263|49650|735|533.2|America/Detroit
Scooba|MS|Mississippi|Kemper|32.8302|-88.4771|39358|734|114.3|America/Chicago
Palmer|TN|Tennessee|Grundy|35.3576|-85.5656|37365|734|57.5|America/Chicago
Walton|IN|Indiana|Cass|40.6622|-86.2441|46994,46904|734|662.8|America/Indiana/Indianapolis
McClellanville|SC|South Carolina|Charleston|33.0865|-79.468|29458|734|126.8|America/New_York
Pioneer Junction|MT|Montana|Lincoln|48.3157|-115.5182|59923|734|80.4|America/Denver
Columbiaville|MI|Michigan|Lapeer|43.1567|-83.4069|48421|734|321.2|America/Detroit
Waverly Hall|GA|Georgia|Harris|32.6837|-84.7378|31831|734|84.9|America/New_York
Rising Star|TX|Texas|Eastland|32.0976|-98.9665|76471|734|164.1|America/Chicago
Virgin|UT|Utah|Washington|37.1979|-113.2071|84779,84737|734|24|America/Denver
Miracle Valley|AZ|Arizona|Cochise|31.3829|-110.1485|85615|734|520.3|America/Phoenix
Briaroaks|TX|Texas|Johnson|32.4958|-97.3033|76028|734|254.3|America/Chicago
Milton|KY|Kentucky|Trimble|38.7113|-85.3734|40045|734|192.7|America/New_York
Niantic|IL|Illinois|Macon|39.8541|-89.1653|62551|734|272.7|America/Chicago
Lashmeet|WV|West Virginia|Mercer|37.4228|-81.1967|24747|734|377.8|America/New_York
Lakeside|CA|California|Kern|35.2347|-119.0829|93311,93313|734|157|America/Los_Angeles
Cumberland|OK|Oklahoma|Marshall|34.0609|-96.5925|73446|733|222.2|America/Chicago
Russia|OH|Ohio|Shelby|40.2341|-84.4076|45363|733|326.5|America/New_York
Morning Sun|IA|Iowa|Louisa|41.0941|-91.2506|52640|733|364.2|America/Chicago
Nelliston|NY|New York|Montgomery|42.9318|-74.6099|13428,13339,13410|732|255.8|America/New_York
Cranesville|PA|Pennsylvania|Erie|41.904|-80.3418|16410,16401|732|302.2|America/New_York
Rohrerstown|PA|Pennsylvania|Lancaster|40.0529|-76.36|17603|732|747.5|America/New_York
La Moille|IL|Illinois|Bureau|41.5299|-89.2833|61330|732|272.4|America/Chicago
Patton Village|CA|California|Lassen|40.1407|-120.1782|96113|732|81|America/Los_Angeles
Tonica|IL|Illinois|LaSalle|41.2159|-89.0702|61370|732|207.3|America/Chicago
Boling|TX|Texas|Wharton|29.2584|-95.9436|77420|732|60.6|America/Chicago
Walker|IA|Iowa|Linn|42.2874|-91.781|52352|731|376.9|America/Chicago
Dugger|IN|Indiana|Sullivan|39.0704|-87.259|47848|731|481.8|America/Indiana/Indianapolis
Gray Court|SC|South Carolina|Laurens|34.6079|-82.1143|29645|731|149.1|America/New_York
Minatare|NE|Nebraska|Scotts Bluff|41.8111|-103.5017|69356|731|644.3|America/Denver
Seligman|AZ|Arizona|Yavapai|35.3256|-112.8574|86337|731|44|America/Phoenix
Frankfort|KS|Kansas|Marshall|39.7039|-96.4169|66427|731|280.2|America/Chicago
Lomas|PR|Puerto Rico|Canóvanas|18.2688|-65.9096|729|731|1038.6|America/Puerto_Rico
Onamia|MN|Minnesota|Mille Lacs|46.0703|-93.6669|56359|731|287.4|America/Chicago
Arcadia University|PA|Pennsylvania|Montgomery|40.0917|-75.1652|19038|731|3579.1|America/New_York
Ferrelview|MO|Missouri|Platte|39.3143|-94.6653|64163|731|470.4|America/Chicago
McKenzie|AL|Alabama|Butler|31.5429|-86.7246|36456|731|75.8|America/Chicago
Browns Crossing|IN|Indiana|Morgan|39.4064|-86.5056|46151|731|623.3|America/Indiana/Indianapolis
Morrison|OK|Oklahoma|Noble|36.2927|-97.0276|73061|731|202.4|America/Chicago
Salome|AZ|Arizona|La Paz|33.7778|-113.606|85348|731|8.5|America/Phoenix
Deer Lake|PA|Pennsylvania|Schuylkill|40.6213|-76.0565|17961,17922|730|642.4|America/New_York
Loretto|KY|Kentucky|Marion|37.6351|-85.3985|40037|730|88|America/New_York
Bonanza|AR|Arkansas|Sebastian|35.2335|-94.4167|72916|730|101.1|America/Chicago
Rosman|NC|North Carolina|Transylvania|35.1458|-82.82|28712,28772|730|516.3|America/New_York
North Freedom|WI|Wisconsin|Sauk|43.459|-89.8603|53951|730|336.3|America/Chicago
Riviera|TX|Texas|Kleberg|27.2993|-97.7997|78379|730|76.4|America/Chicago
McLean|IL|Illinois|McLean|40.3136|-89.1686|61754|730|239.4|America/Chicago
Sterling|OK|Oklahoma|Comanche|34.7494|-98.1725|73567|730|342.7|America/Chicago
Stockertown|PA|Pennsylvania|Northampton|40.7547|-75.2627|18083,18040,18045|730|290.7|America/New_York
Pecan Hill|TX|Texas|Ellis|32.4907|-96.7813|75154,75165|730|132.2|America/Chicago
Chickasaw Point|SC|South Carolina|Oconee|34.5363|-83.0751|29693|730|129|America/New_York
Conway|NC|North Carolina|Northampton|36.4371|-77.2288|27820|730|154.6|America/New_York
Millerton|CA|California|Fresno|36.9769|-119.6658|93626|730|143.8|America/Los_Angeles
Bailey's Prairie|TX|Texas|Brazoria|29.1527|-95.4977|77515|730|40.3|America/Chicago
Polvadera|NM|New Mexico|Socorro|34.202|-106.9172|87828|730|290.8|America/Denver
Terrytown|NE|Nebraska|Scotts Bluff|41.8465|-103.6706|69341|730|594.8|America/Denver
El Duende|NM|New Mexico|Rio Arriba|36.0738|-106.1269|87537|730|191.9|America/Denver
Neopit|WI|Wisconsin|Menominee|44.9877|-88.8227|54150|730|23.2|America/Chicago
Waldron|IN|Indiana|Shelby|39.4535|-85.663|46182|729|223.9|America/Indiana/Indianapolis
Jeffersonville|VT|Vermont|Lamoille|44.6427|-72.8282|5464|729|362.7|America/New_York
Ellsworth|PA|Pennsylvania|Washington|40.1073|-80.0214|15331|729|380.8|America/New_York
San Pablo|NM|New Mexico|Doña Ana|32.2507|-106.7626|88005|729|231.4|America/Denver
Stratton|CO|Colorado|Kit Carson|39.3029|-102.6034|80836|729|547.5|America/Denver
Cherry Grove|WA|Washington|Clark|45.8022|-122.5767|98604|729|121.5|America/Los_Angeles
Pleasant Ridge|KY|Kentucky|Daviess|37.5939|-86.9935|42376|729|80.1|America/Chicago
Taylortown|NC|North Carolina|Moore|35.2146|-79.4916|28374,27376|728|208.5|America/New_York
New Hamburg|NY|New York|Dutchess|41.5891|-73.9428|12590|728|584.4|America/New_York
Esperanza|PR|Puerto Rico|Vieques|18.1021|-65.4798|765|728|221.1|America/Puerto_Rico
McKnightstown|PA|Pennsylvania|Adams|39.8735|-77.3302|17307,17343|728|194.4|America/New_York
Milan|GA|Georgia|Telfair|32.0194|-83.0631|31060|727|90.2|America/New_York
Lynch|KY|Kentucky|Harlan|36.9641|-82.9138|40855|727|306.6|America/New_York
Matador|TX|Texas|Motley|34.015|-100.8211|79244|727|215.2|America/Chicago
Lost Nation|IL|Illinois|Ogle|41.9125|-89.369|61021|727|115|America/Chicago
Yukon|PA|Pennsylvania|Westmoreland|40.2139|-79.6864|15698|727|299.2|America/New_York
San Mateo|NM|New Mexico|Cibola|35.3381|-107.645|87020|726|101|America/Denver
Augusta|MI|Michigan|Kalamazoo|42.3378|-85.3525|49012|726|273.8|America/Detroit
Lime Lake|NY|New York|Cattaraugus|42.4327|-78.4808|14042,14101|726|117.9|America/New_York
New Summerfield|TX|Texas|Cherokee|31.9807|-95.115|75766,75780|726|59.6|America/Chicago
Rushford Village|MN|Minnesota|Fillmore|43.8033|-91.7915|55962,55971|726|8.4|America/Chicago
Benitez|PR|Puerto Rico|Canóvanas|18.2726|-65.8788|729|726|1228.9|America/Puerto_Rico
Twin Valley|MN|Minnesota|Norman|47.2588|-96.2592|56584|725|327.4|America/Chicago
Alexandria|SD|South Dakota|Hanson|43.6541|-97.7798|57311|725|448.9|America/Chicago
Patterson Heights|PA|Pennsylvania|Beaver|40.739|-80.3263|15010|725|1107.7|America/New_York
Lake Eliza|IN|Indiana|Porter|41.4289|-87.172|46341,46385|725|589|America/Chicago
Oxford|NE|Nebraska|Furnas|40.253|-99.6323|68967|724|307.2|America/Chicago
Hollis Crossroads|AL|Alabama|Cleburne|33.5231|-85.6437|36264,36258|724|22.4|America/Chicago
Branchville|NJ|New Jersey|Sussex|41.1471|-74.7494|07826,07890|724|471.5|America/New_York
Oxford|MD|Maryland|Talbot|38.685|-76.1702|21654|724|498|America/New_York
Oaktown|IN|Indiana|Knox|38.8717|-87.4412|47561|724|410.2|America/Indiana/Vincennes
Maple Rapids|MI|Michigan|Clinton|43.1077|-84.6898|48835,48853|724|204.6|America/Detroit
Roanoke|LA|Louisiana|Jefferson Davis|30.2356|-92.7481|70581|724|653.8|America/Chicago
Savona|NY|New York|Steuben|42.283|-77.2238|14879|724|268.9|America/New_York
New Berlin|TX|Texas|Guadalupe|29.4892|-98.1094|78124,78121,78155|724|29|America/Chicago
Aspen Park|CO|Colorado|Jefferson|39.5423|-105.2967|80433|724|113.4|America/Denver
